nodeId	pmid	pmcid	np	head	base	type	term	coid	section	arg_type
53505d0bd36082b8757c238695a5b191	chapter_6	978-1-4987-6285-4	gamma-carboxylation	gamma-carboxylation	gamma-carboxylation	PTM	carboxylation	COID487379	CHAPTER 6	arg1
2ca30cdf3828d053556b1d0a75b486c9	chapter_6	978-1-4987-6285-4	phosphorylation	phosphorylation	phosphorylation	PTM	phosphorylation	COID850093	CHAPTER 6	arg1
fb71b1105b5f0f5d826231ab2cc198ff	chapter_6	978-1-4987-6285-4	the ensuing producing cell line	line	the ensuing producing cell line	cell line	cell line	COID702829	CHAPTER 6	arg0
7dbeda043f19fc1cd8a1d48095c6862a	chapter_6	978-1-4987-6285-4	identical genetic information and local gene expression context	context	identical genetic information and local gene expression context	genotype	gene	COID185502	CHAPTER 6	arg1
1f43a19d629caeda5c5e359dd6837060	chapter_6	978-1-4987-6285-4	the cell line used for the production	line	the cell line	cell line	cell line	COID702829	CHAPTER 6	arg0
ec8480b80c73973832a85d53337afe1f	chapter_6	978-1-4987-6285-4	productivity	productivity	productivity	process condition	productivity	COID731421	CHAPTER 6	arg1
c15c475e5322acc136be4e6350e1efcf	chapter_6	978-1-4987-6285-4	Some glycan structure features	features	Some glycan structure features	sugar (subset of carbon source)	glycan structure	COID684992	CHAPTER 6	arg0
ad56b276db8044f68ad88313215fdbd0	chapter_6	978-1-4987-6285-4	the biological functions of some classes of therapeutic proteins with the same mode of action	functions	the biological functions	process condition	functions	COID532355	CHAPTER 6	arg1
72452fde3cf0291b50dc4bee714381e2	chapter_6	978-1-4987-6285-4	different hyperproducing cell lines	lines	different hyperproducing cell lines	cell line	cell lines	COID702829	CHAPTER 6	arg0
02c208e82d0c4485b83c8d8f87ff9a0e	chapter_6	978-1-4987-6285-4	different changes in their gene expression that make each of them a hyperproducer	changes	different changes	genotype	gene	COID185502	CHAPTER 6	arg1
cc92b103eaa231e37d30f2142ffba662	chapter_6	978-1-4987-6285-4	the advantage of synthesizing "human form" glycans and	advantage	the advantage	sugar (subset of carbon source)	glycans	COID626759	CHAPTER 6	arg0
60aa4c1af23fba9b66f23ee2fe3adced	chapter_6	978-1-4987-6285-4	the problem of non-human host cell protein contamination	problem	the problem	recombinant protein	host cell protein	COID169903	CHAPTER 6	arg1
b8fcc21d2ecc9978ec3a5db91d05060f	chapter_6	978-1-4987-6285-4	M ammalian cell lines	lines	M ammalian cell lines	cell line	cell lines	COID702829	CHAPTER 6	arg0
d1d6ecb229d133fb875aba99cbd4edf5	chapter_6	978-1-4987-6285-4	therapeutic and diagnostic proteins as well as viruses for gene therapy and vaccines	proteins	therapeutic and diagnostic proteins	genotype	gene	COID185502	CHAPTER 6	arg1
5d577007b5bba933255b1df88429a84a	chapter_6	978-1-4987-6285-4	glutamine	glutamine	glutamine	amino acid (subset of substrates)	glutamine	COID962935	CHAPTER 6	arg0
219484048aee6db25f0f9fa94605d272	chapter_6	978-1-4987-6285-4	Most mammalian cell lines	lines	Most mammalian cell lines	cell line	cell lines	COID702829	CHAPTER 6	arg1
104a7dd80fc193f9ab97d50f96480426	chapter_7	978-1-4987-6285-4	many precursors	precursors	many precursors	biochemical compound	precursors	COID871085	CHAPTER 7	arg0
9761bffe2fbad519d75fe1989c51ba39	chapter_7	978-1-4987-6285-4	nucleoside biosynthesis	biosynthesis	nucleoside biosynthesis	biochemical compound	biosynthesis	COID479844	CHAPTER 7	arg1
56bc445976f89af05bcf983fdbb6f414	chapter_7	978-1-4987-6285-4	nucleoside biosynthesis	biosynthesis	nucleoside biosynthesis	nucleotide or nucleoside	nucleoside	COID718935	CHAPTER 7	arg1
d77d7b2933c664da441267fe2330d82b	chapter_7	978-1-4987-6285-4	very large quantities that influences blood pH is lactate	quantities	very large quantities	by-product or waste	lactate	COID250920	CHAPTER 7	arg0
2002a9789a91017374c3328d1d2b6e61	chapter_7	978-1-4987-6285-4	blood pH is lactate	pH	blood pH	bioreactor conditions	pH	COID893209	CHAPTER 7	arg1
c2e0c59d76f27b1ecf3d4a4c4fafdf6b	chapter_7	978-1-4987-6285-4	the most important factor that impacts a cell's growth, metabolism, and other biological activities	factor	the most important factor	biological process	metabolism	COID291079	CHAPTER 7	arg0
7aa107cfbc4d8c91f729348d2bc7909e	chapter_7	978-1-4987-6285-4	other biological activities	activities	other biological activities	clinical outcomes	biological activities	COID518861	CHAPTER 7	arg1
d9f08f9e5d54452f7fb0ab40f2ccf79d	chapter_7	978-1-4987-6285-4	the most important factor that impacts a cell's growth, metabolism, and other biological activities	factor	the most important factor	cell culture parameters	growth	COID203666	CHAPTER 7	arg0
b9bc7db0d1efca245ab9e07ac37a5547	chapter_7	978-1-4987-6285-4	the most important factor that impacts a cell's growth, metabolism, and other biological activities	factor	the most important factor	clinical outcomes	biological activities	COID518861	CHAPTER 7	arg0
d8ba3a02533f69f66ffc3127c4b67d61	chapter_7	978-1-4987-6285-4	metabolism	metabolism	metabolism	biological process	metabolism	COID291079	CHAPTER 7	arg1
be8d92d0a370ce460bf694f766001dd8	chapter_7	978-1-4987-6285-4	a cell's growth	growth	a cell's growth	cell culture parameters	growth	COID203666	CHAPTER 7	arg1
e9a213a8c51186b52f15b70689287033	chapter_7	978-1-4987-6285-4	The platform medium	medium	The platform medium	media characteristics	medium	COID921897	CHAPTER 7	arg0
5aac230b78835d68f688bcbd8cf77dd6	chapter_7	978-1-4987-6285-4	the basis for the fine-tuning of medium composition for a new cell line	basis	the basis	cell line	cell line	COID702829	CHAPTER 7	arg1
4363a99f0b7aad3283c34d5813100bce	chapter_7	978-1-4987-6285-4	A complete cell culture medium	medium	A complete cell culture medium	media characteristics	culture medium	COID180560	CHAPTER 7	arg0
b9c571e50c17273ddffe5f3d25affc2c	chapter_7	978-1-4987-6285-4	two major categories of components: basal medium and growth supplements (Panel 7.4)	categories	two major categories	cell culture parameters	growth	COID203666	CHAPTER 7	arg1
d4ae307208aa89da1131758bf99592cd	chapter_7	978-1-4987-6285-4	two major categories of components: basal medium and growth supplements (Panel 7.4)	categories	two major categories	media characteristics	medium	COID921897	CHAPTER 7	arg1
a9430b9880ab15087e9bcd06f84eacac	chapter_7	978-1-4987-6285-4	A complete cell culture medium	medium	A complete cell culture medium	cell culture parameters	cell culture	COID293414	CHAPTER 7	arg0
35f5eb19e23cd53f11f1b05004bfc49f	chapter_7	978-1-4987-6285-4	aspartate family amino acids that produce lysine, isoleucine, methionine, and threonine	acids	aspartate family amino acids	amino acid (subset of substrates)	amino acids	COID693703	CHAPTER 7	arg0
c333cf76c1c88ddb32242ebe0204de3a	chapter_7	978-1-4987-6285-4	threonine	threonine	threonine	amino acid (subset of substrates)	threonine	COID905902	CHAPTER 7	arg1
3875ba7c4a0ea216add4475f42296e38	chapter_7	978-1-4987-6285-4	growth	growth	growth	cell culture parameters	growth	COID203666	CHAPTER 7	arg0
b146275f684f434ec446457a0b1bbca2	chapter_7	978-1-4987-6285-4	a medium optimized for growth	medium	a medium	media characteristics	medium	COID921897	CHAPTER 7	arg1
ba82c929c3d7d9eef2edbf08c63f0d84	chapter_7	978-1-4987-6285-4	The depletion of essential amino acids	depletion	The depletion	amino acid (subset of substrates)	amino acids	COID693703	CHAPTER 7	arg0
968e5b8f52d029768fb6f900315c0159	chapter_7	978-1-4987-6285-4	an almost immediate retarding effect on cell growth	effect	an almost immediate retarding effect	cell culture parameters	cell growth	COID093598	CHAPTER 7	arg1
4bd34567f45336af14993424370c4645	chapter_7	978-1-4987-6285-4	these pH buffers	buffers	these pH buffers	bioreactor conditions	pH	COID893209	CHAPTER 7	arg0
2790c7e428d4e4e74dc98086b3944b62	chapter_7	978-1-4987-6285-4	cell growth (Panel 7.20)	growth	cell growth	cell culture parameters	cell growth	COID093598	CHAPTER 7	arg1
516c8984134deb032475264e48debd76	chapter_7	978-1-4987-6285-4	medium design	design	medium design	media characteristics	medium	COID921897	CHAPTER 7	arg0
92a61b7f1953f419c676fa5f1bfcc85d	chapter_7	978-1-4987-6285-4	cell stability	stability	cell stability	process condition	stability	COID548988	CHAPTER 7	arg1
50565a1a6a4380da96c30f19c00581be	chapter_7	978-1-4987-6285-4	The basal medium	medium	The basal medium	media characteristics	medium	COID921897	CHAPTER 7	arg0
09f551f471e83fe72092bbd5d64ceeeb	chapter_7	978-1-4987-6285-4	energy source	source	energy source	cell nutrient	energy source	COID713213	CHAPTER 7	arg1
4142aa1a20dab4591136e6c1f71f7206	chapter_7	978-1-4987-6285-4	various nutrients	nutrients	various nutrients	secondary raw materials	nutrients	COID423902	CHAPTER 7	arg1
9b48b761c9364c0797d49df61d8335ca	chapter_7	978-1-4987-6285-4	cell growth	growth	cell growth	cell culture parameters	cell growth	COID093598	CHAPTER 7	arg1
b47644c0e6702924499d27810ef06fda	chapter_7	978-1-4987-6285-4	Insulin	Insulin	Insulin	recombinant protein	Insulin	COID453872	CHAPTER 7	arg0
f346085a98aed9881d8634101844abfe	chapter_7	978-1-4987-6285-4	glucose uptake for many cell types	uptake	glucose uptake	sugar (subset of carbon source)	glucose	COID367406	CHAPTER 7	arg1
b79da4ccbfeffb994de85543969c82e4	chapter_7	978-1-4987-6285-4	The arrival of the antibody era in the second half of the 1990s	arrival	The arrival	antibody	antibody	COID278523	CHAPTER 7	arg0
7a962622f0172edc2d211b791775c749	chapter_7	978-1-4987-6285-4	the face of cell culture processes	face	the face	cell culture parameters	cell culture	COID293414	CHAPTER 7	arg1
b1e5d9a33f18aca05759bb399dcdc127	chapter_7	978-1-4987-6285-4	adjustments to the medium's composition	adjustments	adjustments	media characteristics	medium	COID921897	CHAPTER 7	arg0
62bbd8e1bc818e0e8ed7a2784f7ae783	chapter_7	978-1-4987-6285-4	osmolarity	osmolarity	osmolarity	process parameters or process control	osmolarity	COID052118	CHAPTER 7	arg1
319eec0f2b3ec4c7ef8cb3d3ec6e66f8	chapter_7	978-1-4987-6285-4	• Insulin	Insulin	• Insulin	recombinant protein	Insulin	COID453872	CHAPTER 7	arg0
873689a38f698770f8414369d465865b	chapter_7	978-1-4987-6285-4	glucose uptake by adipocytes and other cells	uptake	glucose uptake	sugar (subset of carbon source)	glucose	COID367406	CHAPTER 7	arg1
5ea935f06e12ecf5caf6e4685abd43db	chapter_7	978-1-4987-6285-4	the early period of cell culture enlightenment	period	the early period	cell culture parameters	cell culture	COID293414	CHAPTER 7	arg0
3199a5a726115d7654156d8ff75167ea	chapter_7	978-1-4987-6285-4	clonal growth (Panel 7.10, Figure 7 .1)	growth	clonal growth	cell culture parameters	growth	COID203666	CHAPTER 7	arg1
857e426ec8e3d92dcb5d9c414635ecd8	chapter_7	978-1-4987-6285-4	their deficiency in cell culture	deficiency	their deficiency	cell culture parameters	cell culture	COID293414	CHAPTER 7	arg0
2aa6f67369a98dd3e2dbc763f36897b3	chapter_7	978-1-4987-6285-4	biosynthetic functions (for review see reference 3)	functions	biosynthetic functions	process condition	functions	COID532355	CHAPTER 7	arg1
8c5c35fe6818354baafe255abd2c2b08	chapter_7	978-1-4987-6285-4	energy metabolism	metabolism	energy metabolism	biological process	metabolism	COID291079	CHAPTER 7	arg1
4533a81f33c23053b90bd6423204ef41	chapter_7	978-1-4987-6285-4	insulin	insulin	insulin	recombinant protein	insulin	COID453872	CHAPTER 7	arg0
be71be24f8ede64bbae4f2c73f875d03	chapter_7	978-1-4987-6285-4	The intense emphasis on maximizing the productivity and	emphasis	The intense emphasis	process condition	productivity	COID731421	CHAPTER 7	arg0
8c747f1a7c0dd90fa9ac743071b84fef	chapter_7	978-1-4987-6285-4	product quality	quality	product quality	product quality attributes	product quality	COID111751	CHAPTER 7	arg1
4b74ffe9c1bd88f0b0aa98db182b1fd2	chapter_7	978-1-4987-6285-4	The frequent addition of chemically defined phospholipids, phosphatidyl -choline, -ethanolamine, -inositol, and dipalmitoyl phosphatidic acid to culture medium	addition	The frequent addition	media characteristics	culture medium	COID180560	CHAPTER 7	arg0
5cb0fac6ceb17339df8952a6938d793a	chapter_7	978-1-4987-6285-4	a growth-promoting effect	effect	a growth-promoting effect	cell culture parameters	growth	COID203666	CHAPTER 7	arg1
9b259dc6c751c0446b2408b48284291e	chapter_7	978-1-4987-6285-4	Manganese	Manganese	Manganese	trace metals or minerals (subset of secondary raw materials)	Manganese	COID333220	CHAPTER 7	arg0
060422e2333ef1d4ae9aaa29a1618cb1	chapter_7	978-1-4987-6285-4	the oxidation of H 2 O to O 2 in plants	oxidation	the oxidation	PTM	oxidation	COID907585	CHAPTER 7	arg1
d3600cb142bc10226bc4f3f306e408b1	chapter_7	978-1-4987-6285-4	iron	iron	iron	trace metals or minerals (subset of secondary raw materials)	iron	COID094956	CHAPTER 7	arg0
52246a4e7cb89754337f6acedca5bf97	chapter_7	978-1-4987-6285-4	a redox potential of + 0.2 to + 0.8 V	potential	a redox potential	cellular metabolic state	redox potential	COID680210	CHAPTER 7	arg1
461393600a712c2434d107254adc75d2	chapter_7	978-1-4987-6285-4	copper	copper	copper	trace metals or minerals (subset of secondary raw materials)	copper	COID395059	CHAPTER 7	arg0
5f9b416b363da50b7654594747569510	chapter_7	978-1-4987-6285-4	growth factors	factors	growth factors	cell culture parameters	growth	COID203666	CHAPTER 7	arg0
faa382d7b4924a4b8e4e86312b4237b2	chapter_7	978-1-4987-6285-4	different nutrients	nutrients	different nutrients	secondary raw materials	nutrients	COID423902	CHAPTER 7	arg0
04fa50d80c0bf82793985c9a6ace60b2	chapter_7	978-1-4987-6285-4	Iron	Iron	Iron	trace metals or minerals (subset of secondary raw materials)	Iron	COID094956	CHAPTER 7	arg0
97192c1fd4a56f82d4b6619e24466ba1	chapter_7	978-1-4987-6285-4	the key activity of heme in hemoglobulin, which allows red blood cells, myoglobulin in muscle cells, and cytochromes in virtually every cell to carry oxygen molecules	activity	the key activity	gases (subset of secondary raw materials)	oxygen	COID472476	CHAPTER 7	arg1
81592c1bdc88d12163ebf450ccc2461b	chapter_7	978-1-4987-6285-4	the growth of human diploid fibroblasts	growth	the growth	cell culture parameters	growth	COID203666	CHAPTER 7	arg1
42ae64ef48e5d7dcf646f68d7b14bc43	chapter_8	978-1-4987-6285-4	a lower viability that may influence product quality if the product is degraded or otherwise modified by enzymes released by lysed cells	viability	a lower viability	process parameters or process control	viability	COID222142	CHAPTER 8	arg0
3d21148352447671a128e0ebede541d9	chapter_8	978-1-4987-6285-4	product quality	quality	product quality	product quality attributes	product quality	COID111751	CHAPTER 8	arg1
4d0353a58f002b27ecc8f1de830718fe	chapter_8	978-1-4987-6285-4	cell culture	culture	cell culture	cell culture parameters	cell culture	COID293414	CHAPTER 8	arg0
0eee4f446b5c6693c752bc1e1e3603ad	chapter_8	978-1-4987-6285-4	the prevailing bioreactor used in cell culture	bioreactor	the prevailing bioreactor	vessel or process parameter or production scale	bioreactor	COID345693	CHAPTER 8	arg1
bc34cd17a6dab64b612b7e1ba1f892e8	chapter_8	978-1-4987-6285-4	cells' growth needs	growth	cells' growth	cell culture parameters	growth	COID203666	CHAPTER 8	arg0
08825057d6ac235b7e7dd880d9c82ec1	chapter_8	978-1-4987-6285-4	the culture medium	medium	the culture medium	media characteristics	culture medium	COID180560	CHAPTER 8	arg1
eb197469aab7155d376dd89a6aa051fb	chapter_8	978-1-4987-6285-4	intolerance to high osmolality	intolerance	intolerance	process parameters or process control	osmolality	COID710653	CHAPTER 8	arg0
b3e58a65b03e195b9cff5437607462f1	chapter_9	978-1-4987-6285-4	Cells at these distinct stages with different chemical environments, temperatures, growth rates, and metabolic states,	Cells	Cells	cellular metabolic state	metabolic states	COID934077	CHAPTER 9	arg0
8d73ca578098a7fc50e95583d62a64eb	chapter_9	978-1-4987-6285-4	products with different quality attributes	products	products	product quality attributes	quality	COID109463	CHAPTER 9	arg1
3627ec1b04c239521e8d6f7c1f7e58e4	chapter_9	978-1-4987-6285-4	Cells at these distinct stages with different chemical environments, temperatures, growth rates, and metabolic states,	Cells	Cells	cell culture parameters	growth rates	COID957002	CHAPTER 9	arg0
ecb633a1c156f359b04ffbf33a4963ff	chapter_9	978-1-4987-6285-4	Cells at these distinct stages with different chemical environments, temperatures, growth rates, and metabolic states,	Cells	Cells	bioreactor conditions	temperatures	COID692615	CHAPTER 9	arg0
9f682686af73c2fe425d36824fae9a7c	chapter_9	978-1-4987-6285-4	The high osmolality	osmolality	The high osmolality	process parameters or process control	osmolality	COID710653	CHAPTER 9	arg0
733f727b4e36721d2fc1cb602cb8101f	chapter_9	978-1-4987-6285-4	the eventual loss of viability and productivity of the culture	loss	the eventual loss	process condition	productivity	COID731421	CHAPTER 9	arg1
9579af64e9ccca1c42a685a08036d8fd	chapter_9	978-1-4987-6285-4	the eventual loss of viability and productivity of the culture	loss	the eventual loss	process parameters or process control	viability	COID222142	CHAPTER 9	arg1
1c26610d59c7e21f2abea862e5754ff0	chapter_9	978-1-4987-6285-4	accumulation of metabolites and reactive oxygen species	accumulation	accumulation	gases (subset of secondary raw materials)	oxygen	COID472476	CHAPTER 9	arg0
a1d7f01dd8c408a57eda7e3576c1f148	chapter_9	978-1-4987-6285-4	a fed-batch culture	culture	a fed-batch culture	process mode	fed-batch	COID529446	CHAPTER 9	arg0
fc09611734c1e022600f4aecaad2254a	chapter_9	978-1-4987-6285-4	Product molecules produced at different points of time in a fed-batch culture	molecules	Product molecules	process parameters or process control	time	COID742277	CHAPTER 9	arg1
44c8aa99def7bd8b920149e580a6f06f	chapter_9	978-1-4987-6285-4	a potentially wider range of heterogeneity compared to batch or continuous culture	range	a potentially wider range	clinical outcomes	heterogeneity	COID021590	CHAPTER 9	arg0
92aaf0f3e924bc4ef0df664f69c443cb	chapter_9	978-1-4987-6285-4	batch or continuous culture	culture	batch or continuous culture	process mode	batch	COID285438	CHAPTER 9	arg1
df251bd05a838f64b16e93bdd531146f	chapter_9	978-1-4987-6285-4	lactate production	production	lactate production	by-product or waste	lactate	COID250920	CHAPTER 9	arg0
d277132d968dd48736ffc29f81304920	chapter_9	978-1-4987-6285-4	actions for pH fluctuation	actions	actions	bioreactor conditions	pH	COID893209	CHAPTER 9	arg1
4e693cc098075cefe0baf79fcaf4c91c	chapter_9	978-1-4987-6285-4	Intermittent Feeding H ow the feed medium is delivered to a culture	ow	Intermittent Feeding H ow	media characteristics	medium	COID921897	CHAPTER 9	arg0
878ae90c137b66df3d47906635a5b9de	chapter_9	978-1-4987-6285-4	the performance of a fed-batch process	performance	the performance	process mode	fed-batch	COID529446	CHAPTER 9	arg1
a4b521f986a4870412bae098ebfb8b35	chapter_9	978-1-4987-6285-4	productivity	productivity	productivity	process condition	productivity	COID731421	CHAPTER 9	arg1
9f3076f3ab96f36a0ca7bca93fd83742	chapter_9	978-1-4987-6285-4	viability	viability	viability	process parameters or process control	viability	COID222142	CHAPTER 9	arg1
cbcabe800c00937387d627377a46e3f2	chapter_9	978-1-4987-6285-4	The feed medium	medium	The feed medium	media characteristics	medium	COID921897	CHAPTER 9	arg0
f9c4d6b6a62f309470d0e98fb69e2050	chapter_9	978-1-4987-6285-4	osmolality balance	balance	osmolality balance	process parameters or process control	osmolality	COID710653	CHAPTER 9	arg1
38c681c741454f61048ca4b82278f7bc	chapter_9	978-1-4987-6285-4	pH	pH	pH	bioreactor conditions	pH	COID893209	CHAPTER 9	arg0
59a76429c6c00dd80d9220d18cfe32fd	chapter_9	978-1-4987-6285-4	the amount of nutrient consumed	amount	the amount	secondary raw materials	nutrient	COID423902	CHAPTER 9	arg1
02925a87762d50b2f02f6ecf89e96f10	chapter_9	978-1-4987-6285-4	continuous nutrient feeding	feeding	continuous nutrient feeding	secondary raw materials	nutrient	COID423902	CHAPTER 9	arg0
7f592a3a38be3369f8a1d0c0a7218a18	chapter_9	978-1-4987-6285-4	glucose	glucose	glucose	sugar (subset of carbon source)	glucose	COID367406	CHAPTER 9	arg1
96c36d1892f29ffa95121820e55b1da0	12950230		the main O-glycans	O-glycans	the main O-glycans	sugar (subset of carbon source)	glycans	COID626759	ABSTRACT	arg0
e879b3dda0e05e01928300c1ca2362f7	12950230		Capillary liquid chromatography MS of released oligosaccharides from CHO-K1-produced MUC1	MS	Capillary liquid chromatography MS	saccharides (subset of secondary raw materials)	oligosaccharides	COID163264	ABSTRACT	arg1
1915a5946b7681bc9fab7eaf49896d92	12950230		Capillary liquid chromatography MS of released oligosaccharides from CHO-K1-produced MUC1	MS	Capillary liquid chromatography MS	chinese hamster ovary (CHO)	CHO-K1	COID324081	ABSTRACT	arg1
b52f3775640c8bd00e1b0535e1cfabb3	15593097		low glutamine/glucose concentrations	concentrations	low glutamine/glucose concentrations	amino acid (subset of substrates)	glutamine	COID962935	ABSTRACT	arg0
6a6e247c230f922503bf3bc7ab71217b	15593097		a dynamic on-line fed-batch strategy based on low glutamine/glucose concentrations and its impact on cellular metabolism and, more importantly, the productivity and N-glycosylation quality of a model recombinant glycoprotein, interferon gamma (IFN-gamma)	strategy	a dynamic on-line fed-batch strategy	process condition	productivity	COID731421	ABSTRACT	arg1
4737d19cb6323ad831d47e90024e7758	15593097		low glutamine/glucose concentrations	concentrations	low glutamine/glucose concentrations	sugar (subset of carbon source)	glucose	COID367406	ABSTRACT	arg0
2fcd45d2697a6b2be1adbe3fd50af522	15593097		a dynamic on-line fed-batch strategy based on low glutamine/glucose concentrations and its impact on cellular metabolism and, more importantly, the productivity and N-glycosylation quality of a model recombinant glycoprotein, interferon gamma (IFN-gamma)	strategy	a dynamic on-line fed-batch strategy	glycosylation	N-glycosylation	COID293911	ABSTRACT	arg1
10ea47cc27ae4d7ef831083f01745bd6	15593097		low culture viability	viability	low culture viability	process parameters or process control	culture viability	COID640988	ABSTRACT	arg0
b5636bca6b7666f7b802a5496ea741fd	15593097		N-glycosylation quality	quality	N-glycosylation quality	product quality attributes	quality	COID109463	ABSTRACT	arg1
02ddb5cb727072be63c220b873314b21	15903239		an almost 10-fold increase in specific productivity	increase	an almost 10-fold increase	process condition	specific productivity	COID731421	ABSTRACT	arg0
d53112c46f4697a0e15cb598e018ca1a	15903239		The dhfr amplified cell line	line	The dhfr amplified cell line	cell line	dhfr amplified cell line	COID749839	ABSTRACT	arg1
31df305f4b8d791751a0b4a600400a39	16609957		remaining synthesis of GDP-fucose via de novo pathway for the CHO line and the elevation of FUT8 expression by the YB2/0 cells	synthesis	remaining synthesis	sugar (subset of carbon source)	GDP-fucose	COID766661	ABSTRACT	arg0
734c0b1e5e6ced9eb5dc9c1e412a5a17	16609957		The increase in fucosylation	increase	The increase	glycosylation	fucosylation	COID810570	ABSTRACT	arg1
a6e54bc563fae99359f7ef91e43baa10	19224598		the variable domains	domains	the variable domains	product attributes	variable domains	COID284730	ABSTRACT	arg0
d9687976b46b71317cd7820e84a2cf13	19224598		Fc glycosylation	glycosylation	Fc glycosylation	glycosylation	glycosylation	COID119643	ABSTRACT	arg1
6185c4f7c7be0547d8d98020d648a69a	19224598		light chain isotype	isotype	light chain isotype	product attributes	light chain isotype	COID790740	ABSTRACT	arg0
652ad64c29fb4baa1d0106cf3683ef99	19224598		the level of galactosylation and/or non-core-fucosylation	level	the level	glycosylation	non-core-fucosylation	COID101427	ABSTRACT	arg0
6d8e83f89298aa76b21bac8a424c6726	19224598		the 105 different cell lines	lines	the 105 different cell lines	cell line	cell lines	COID702829	ABSTRACT	arg1
d514a73121a1f3be91e15320675f4c4f	19224598		the level of galactosylation and/or non-core-fucosylation	level	the level	glycosylation	galactosylation	COID475750	ABSTRACT	arg0
a823014139c53d97bb6cc43c70914ff1	20589669		Production bioreactor parameters that directly influence antibody charge variants and glycosylation in CHO systems	parameters	Production bioreactor parameters	process parameters or process control	Production bioreactor parameters	COID641378	ABSTRACT	arg0
bb45ab0b514dc3d239007b5524daebed	20589669		antibody charge variants	variants	antibody charge variants	product quality profile	antibody charge variants	COID361180	ABSTRACT	arg1
c86779ab83f0cb8c4d182dc2ef8f3ee0	20589669		glycosylation in CHO systems	glycosylation	glycosylation	glycosylation	glycosylation	COID119643	ABSTRACT	arg1
25fa36ea7a60c8195ed6b57794908f85	20639190		afucosylated N-glycans	N-glycans	afucosylated N-glycans	sugar (subset of carbon source)	afucosylated N-glycans	COID239021	ABSTRACT	arg0
0a102c9b6a950ff6185a739287ee9aff	20639190		dose requirement	requirement	dose requirement	clinical outcomes	dose requirement	COID550661	ABSTRACT	arg1
ea4d42e99b951991c00ebdc8ec287472	22699308		faster clearance rate	rate	faster clearance rate	process parameters or process control	clearance rate	COID187126	ABSTRACT	arg0
1fad2e88b20091c8072109257b12e435	22699308		antibodies bearing the fucosylated complex glycoform	antibodies	antibodies	antibody	antibodies	COID278523	ABSTRACT	arg1
fa2d022dc7ad707e510b8d8a9d29ee1b	22699308		enhanced antibody-dependent cell-mediated cytotoxicity (ADCC)	cytotoxicity	antibody-dependent cell-mediated cytotoxicity	clinical outcomes	antibody-dependent cell-mediated cytotoxicity	COID386333	ABSTRACT	arg0
f5a7fd6b1f665cb75b860eac8ac4fe2f	22699308		antibodies with fucosylated complex or hybrid glycans	antibodies	antibodies	antibody	antibodies	COID278523	ABSTRACT	arg1
f42a78299e7fcd41d862641f5ac9dfde	24166780		superior sialylation	sialylation	superior sialylation	glycosylation	sialylation	COID543327	ABSTRACT	arg0
496a7bdde503e3877093150d531c7fd4	24166780		the commercially used EPO-producing CHO clone cultured under the same conditions	clone	the commercially used EPO-producing CHO clone	chinese hamster ovary (CHO)	CHO	COID806780	ABSTRACT	arg1
5ed39281e511538b5bfb08f6c14200a4	24326352		N-Glycosylation of therapeutic antibodies	N-Glycosylation	N-Glycosylation	glycosylation	N-Glycosylation	COID293911	ABSTRACT	arg0
1d9f442b3349a15ca40b3f172cb43b15	24326352		their stability	stability	their stability	process condition	stability	COID548988	ABSTRACT	arg1
8f73f27ee015cfcbf706a8e25b766aa6	24381145		a high dose of VPA late in the culture	VPA	a high dose of VPA	secondary raw materials	VPA	COID953809	ABSTRACT	arg0
8746304e2b1f04b54c9c8d7c734eb81f	24381145		N-linked glycosylation profiles	N-linked glycosylation profiles	N-linked glycosylation profiles	product attributes	glycosylation profiles	COID103232	ABSTRACT	arg1
4a19ea077b25999b3d16319eebac1fee	24692242		media components	components	media components	media characteristics	media components	COID256991	ABSTRACT	arg0
c859b07d842f7a8e2659ab1ad29b88ad	24692242		recombinant protein quality attributes	attributes	recombinant protein quality attributes	product quality profile	protein quality attributes	COID846170	ABSTRACT	arg1
4c0656de439688e8d996d0447c271393	24692242		bioreactor operation conditions	conditions	bioreactor operation conditions	bioreactor conditions	bioreactor operation conditions	COID538546	ABSTRACT	arg0
772b5307792a7fe537342ca52505ee49	24692242		recombinant protein quality attributes	attributes	recombinant protein quality attributes	recombinant protein	recombinant protein	COID593158	ABSTRACT	arg1
c5da01ed083e5ce5be8e37ae7b3878d0	24692242		different integrated ammonium level during the cell culture process	level	different integrated ammonium level	culture condition	ammonium	COID714150	ABSTRACT	arg0
9201327d02b86ec8c4846bf30d6eeb36	24692242		G1F	G1F	G1F	sugar (subset of carbon source)	G1F	COID847930	ABSTRACT	arg1
3ab25e9b62bbf3bf60f22dc3372ff3f5	24692242		G2F	G2F	G2F	sugar (subset of carbon source)	G2F	COID847130	ABSTRACT	arg1
342e8bc003b9c06726415b190bea39d4	24692242		G0F	G0F	G0F	sugar (subset of carbon source)	G0F	COID847830	ABSTRACT	arg1
07b286e01d25123a6f2a15b3f4356e2e	24728980		galactose	galactose	galactose	sugar (subset of carbon source)	galactose	COID770311	ABSTRACT	arg0
f4dafb4f970198df3de3a95e049799e2	24728980		the relative abundance of FA2G1	abundance	the relative abundance	sugar (subset of carbon source)	FA2G1	COID847899	ABSTRACT	arg1
